Title,Жанры,Страна,Год выпуска,Продолжительность,Режиссер,Качество видео,Формат видео,Субтитры,Тип,Статус,Размер,Скачан
,"драма, военный, история",Япония,2005,2.3902777777777775,Юня Сато / Junya Sato,,,"русские, английские",обычная,проверено,3.76,502 
,"Фантастика, ужасы",Япония,2008,1.3405555555555557,Хаясия Синпей / Hayashiya Shinpei,DVDRip,AVI,русские,обычная,проверено,0.68173828125,806
"  / Yamato Takeru / Orochi The Eight-Headed  / Takao Okawara) [1994, , , ,","Фэнтези, приключения",Япония,1994,1.7333333333333334,Такао Окавара / Takao Okawara,DVDRip,MKV,русские,обычная,проверено,1.4,772 
"  / Trail of the Panda / Xiongmao hui jia lu (  / Zhong Yu) [2009, , , ,, DVDRip] MVO + Original chinese","семейный, приключения, детский",Китай,2009,1.4683333333333333,Жонг Ю / Zhong Yu,,AVI,нет,обычная,проверено,1.48,937
" 2 / The Crossing 2 (  / John Woo) [2015, , ,  , , , , HDRip] Dub (iTunes) + Original Eng","драма, исторический","Китай, Япония, Корея Южная, США",2015,2.096388888888889,,,AVI,нет,обычная,проверено,2.18,1804 
,"драма, исторический","Китай, Япония, Корея Южная, США",2014,2.137222222222222,,,AVI,нет,обычная,проверено,2.18,2306
,"Триллер, криминал",Южная Корея,2021,1.5611111111111111,Пхиль Гам-сон / Pil Gam-seong,WEB-DLRip (исходник: ,AVI,английские,обычная,проверено,1.46,1243 
,"драма, боевик, фантастика, триллер",Южная Корея,2017,1.5002777777777778,Чо Сон-хо / Jo Seon-ho,HDRip,AVI,нет,обычная,проверено,1.45,1682 
" / Stay (  / Darryl Wharton) [2018, , , , , , WEB-DLRip] MVO (Creative Arts Media) + Sub Eng + Original Eng","Драма, мелодрама, криминал","Япония, США",2018,1.6469444444444443,Дэррил Уортон / Darryl Wharton,WEB-DLRip,AVI,"английские, английский хардсаб на японскую речь",обычная,проверено,1.46,225
,"военный, исторический",Китай,2009,2.355,Джон Ву / John Woo,HDRip ,AVI,нет,обычная,проверено,2.18,5008
,"боевик, драма, приключения, военный, история",Китай,2008,2.421666666666667,Джон Ву / John Woo,HDRip ,AVI,нет,обычная,проверено,2.18,6337
,,,,0,,,,,обычная,проверено,2.9,5893 
,"боевик, драма",Южная Корея,2014,1.9405555555555556,,,,,обычная,проверено,2.05,3599
,,,,0,,,,,обычная,проверено,1.75,4680
,приключения/боевик,Гонконг / Китай / США,2002,1.6422222222222222,Питер Пау,,,,обычная,проверено,1.37,2468
,"драма, мелодрама","Гонконг, Китай",2011,2.0391666666666666,Вэй Кеунг Лау / Wai Keung Lau,DVDRip,AVI,нет,обычная,проверено,1.15,2323 
"   /   /   / City Hunter / Sing si lip yan (  / Jing Wong) [1993, , , , , HDRip] AVO ())","Боевик, Комедия","Гонконг, Япония",1993,1.651111111111111,Цзин Вон / Jing Wong,HDRip,AVI,нет,обычная,проверено,1.46,2016
,Исторический / военный / драма.,"Япония, Toho Company Ltd.",1967,2.6244444444444444,Кихати Окамото / Kihachi Okamoto,DVDRip,AVI,нет,обычная,проверено,2.18,2028
" / Hero / Ying xiong (  / Yimou Zhang) [2002, , , , ,, HDRip-AVC] [Режиссерская версия / Hero Director's Cut] MVO + Sub Rus, Eng + Original Chi версия / Hero Director's Cut] MVO + Sub Rus, Eng + Original Chi / Hero Director's Cut] MVO + Sub Rus, Eng + Original Chi","драма, приключения, исторический","Гонконг, Китай",2002,0,Чжан Имоу,,,"Русские, Английские",обычная,проверено,2.17,9340
,"Боевик, драма",Южная Корея,2006,1.951111111111111,Кан Сок Бом / Kang Seok-beom,DVDRip,AVI,нет,обычная,проверено,1.49,3683 
" / Aiki (  / Daisuke Tengan) [2002, ,  , , DVDRip] AVO ( . .)","Боевые искусства, Драма",Япония,2002,1.9961111111111112,Дайсукэ Тэнган / Daisuke Tengan,DVDRip,MKV,нет,обычная,сомнительно,1.48,536
"   / Bullet in the head / Die xue jie tou (  / John Woo) [1990, , , , , HDRip] MVO []","боевик, триллер, криминал",Гонконг,1990,2.1824999999999997,Джон Ву / John Woo,HDRip ,AVI,нет,обычная,проверено,1.46,9171
,"триллер, криминал, боевик",Южная Корея,2013,1.8477777777777777,Ким Сон Хун / Seong-hoon Kim,BDRip [,AVI,нет,обычная,проверено,1.46,4593 
,"Криминал, драма",Южная Корея,2020,2.2005555555555554,Пак Хун-джон / Park Hoon-jeong,WEB-DLRip,AVI,английские,обычная,проверено,2.18,3734 
"   / Rumble in the Bronx / Hung fan kui (  / Stanley Tong) [1995, , , , , DVDRip] [  / Hong Kong Version] AVO () + Sub Rus + Original Chi-Eng","боевик, комедия, криминал","Гонконг, Канада",1995,1.7661111111111112,Стэнли Тонг / Stanley Tong,DVDRip ,AVI,русские,обычная,проверено,1.46,3590
,драма,Япония,2009,1.9974999999999998,Юри Кантику / Yuri Kanchiku,HDRip ,AVI,нет,обычная,проверено,2.19,2141
,"боевик, приключения",Япония,1981,1.9205555555555556,Татсуичи Такамори / Tatsuichi Takamori,DVDRip,AVI,нет,обычная,проверено,1.46,296
"  2:   / Bloodfight 2: The Death Cage / Zhan long (  / Robert Tai) [1988, ,  , DVDRip] AVO ( ) +   ()",боевые искусства,Гонконг,1988,1.5377777777777777,Роберт Тэй / Robert Tai,DVDRip,AVI,нет,обычная,проверено,1.44,251
,боевые искусства,Гонконг,1988,1.536388888888889,Роберт Тэй / Robert Tai,DVDRip,AVI,,обычная,сомнительно,1.38,1757
,,,,0,,,,,обычная,проверено,2.18,9760
,"фэнтези, драма, мелодрама",Япония,2004,1.981388888888889,Нобухиро Дои / Nobuhiro Doi,HDRip,AVI,нет,обычная,проверено,1.46,926
,,,,0,,,,,обычная,проверено,2.05,1947
,Ужасы,Япония,2009,0,Мари Асато / Mari Asato,,,,обычная,проверено,0.68212890625,4363 
,,,,0,,,,,обычная,сомнительно,1.31,1317
" ярость / Saja / The Divine Fury (Ким Джу-хван / Kim Joo-hwan) [2019, Южная Корея, Триллер, ужасы, боевик, WEB-DLRip] 2 х DVO (SOFTBOX, Храм Дорам) + Sub Eng + Original Kor / Saja / The Divine Fury ( - / Kim Joo-hwan) [2019,  , , , , WEB-DLRip] 2  DVO (SOFTBOX,  ) + Sub Eng + Original Kor","Триллер, ужасы, боевик",Южная Корея,2019,2.1516666666666664,Ким Джу-хван / Kim Joo-hwan,WEB-DLRip,AVI,"английские (не очень хорошие...), корейский хардсаб",обычная,проверено,1.71,3943 
,"Драма,якудза-эйга","Студия ""Тоэй"", Япония",1983,2.305555555555556,Хидэо Гося / Hideo Gosha,DVDRip,AVI,нет,обычная,сомнительно,1.84,739
" / Huo Yuan Jia / Fearless (  / Ronny Yu) [2006, , , , , , , BDRip-AVC] [Director's Cut /  версия] AVO (А.Дольский) + Original + Sub (rus, eng)] AVO (.)","боевик, биография, спорт","США, Гонконг, Китай",2006,2.3461111111111115,Ронни Ю / Ronny Yu,,,"русские, английские",обычная,проверено,2.83,4233 
,"Боевик, драма, криминал",Южная Корея,1990,1.7986111111111112,Лим Гвон-тхэк / Kwon-taek Im,BDRip (Исходник: ,AVI,нет,обычная,проверено,1.61,651
" /  / Cure / Kyua (  / Kiyoshi Kurosawa) [1997, , ьные ужасы, драма, триллер, гипноз, BDRip-AVC] VO (liosaa) + AVO (Штейн) + Sub Rus, Eng + Original Jpn , , , , BDRip-AVC] VO (liosaa) + AVO () + Sub Rus, Eng + Original Jpn","экзистенциальные ужасы, драма, триллер",Япония,1997,1.8555555555555554,Киёси Куросава / Kiyoshi Kurosawa,BDRip-AVC,MKV,русские ,обычная,проверено,2.88,2707
,"драма, мелодрама",Япония,1995,1.9419444444444445,,,AVI,русские (,обычная,проверено,1.61,952 
,"Драма, трагикомедия",Япония,2010,1.8519444444444444,Хидэо Сакаки / Hideo Sakaki,DVDRip,AVI,русские,обычная,проверено,1.37,588
,"экшн, драма",Южная Корея,2013,2.226111111111111,Чан Чоль Су / Jang Cheol-soo,,,"русские, английские",обычная,проверено,3.16,968
,,,,0,,,,,обычная,проверено,1.37,1173 
" ,  3:     / ая война / Jingi naki tatakai: Dairi senso / The Yakuza Papers, Vol. 3: Proxy War (Киндзи Фукасаку / Kinji Fukasaku) [1973, Япония, боевик, криминал, BDRip] AVO (Юрий Сербин)  / Jingi naki tatakai: Dairi senso / The Yakuza Papers, Vol. 3: Proxy War (  / Kinji Fukasaku) [1973, , , , BDRip] AVO ( )",,,,0,,,,,обычная,проверено,1.38,1110
" ,  2:     / The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima / Hiroshima shitô hen / Hiroshima shit hen (  / Kinji Fukasaku) [1973, , , , , BDRip] AVO ( )",,,,0,,,,,обычная,проверено,1.45,346
,,,,0,,,,,обычная,проверено,1.38,1825
,"триллер, детектив",Корея Южная,2020,1.7022222222222223,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,9189
,"боевик, комедия, драма",Южная Корея / MCMC,2013,2.068611111111111,Чхоль-су Янг / Chul-soo Jang,,,нет,обычная,проверено,1.45,6261
"  / Dragons Forever / Fei lung mang jeung (  - / Sammo Hung Kam-Bo,   / Corey Yuen) [1988, , , , DVDRip-AVC] MVO + 2 x AVO (, ) + Original",,,,0,,,,,обычная,проверено,2.19,6574 
,драма,Япония,1953,2.111388888888889,,DVDRip,AVI,,обычная,проверено,1.47,431
"   / Night Drum / Yoru no tsuzumi (  / Tadashi Imai) [1958, , , DVDRip] + Sub Rus Eng",драма,Япония,1958,1.5875,,DVDRip,AVI,,обычная,сомнительно,1.16,483 
,,,,0,,WEB-DLRip,AVI,,обычная,проверено,2.19,192 
" / Shan kou / The Beasts (  / Dennis Yu) [1980, , , DVDRip] VO (den904)",триллер,Гонконг,1980,1.4330555555555555,Дэннис Ю / Dennis Yu,DVDRip (DVD5),AVI,русские (srt),обычная,проверено,1.59,362 
,Ужасы,Япония,2005,0,Кодзи Сираиси,,,,обычная,проверено,1.37,4560
,,,,0,,,,,обычная,проверено,3.22,212
,"комедия, боевик",Гонконг,2020,1.6083333333333334,Кэндзи Танигаки / Kenji Tanigaki,BDRip-AVC - ,MKV,,обычная,проверено,2.06,4011
,драма,Япония,1992,1.9972222222222222,Роу Томоно / Rou Tomono,DVDRip,AVI,английские (на японскую речь),обычная,проверено,1.15,168
,"Драма, триллер",Южная Корея,2018,2.0225,Ким Ки Дук / Kim Ki Duk,HDRip,AVI,английские,обычная,проверено,1.85,2181
,драма,Япония,1974,2.5433333333333334,Кэндзи Мисуми / Kenji Misumi,DVDRip,AVI,"русские, английские",обычная,проверено,2.87,1353 
,Самурайская драма,Япония,1974,2.5344444444444445,Кэндзи Мисуми / Kenji Misumi,DVDRip,AVI,Русские (перевод ,обычная,проверено,1.44,2818
,"Комедия, Любовный роман",Южная Корея,2005,0,Чой Сеок-Вон,,,,обычная,проверено,0.684375,3198
,"Фэнтези, триллер, драма, мелодрама",Япония,2001,1.7536111111111112,Масато Харада / Masato Harada,WEB-DLRip,AVI,русские,обычная,проверено,1.47,719
,"драма, история",Южная Корея,2018,1.906111111111111,Чхве Гук-хи / Choi Gook-hee,BDRip | ,AVI,корейские (hardsub),обычная,проверено,1.46,6010
,"драма, комедия, боевик",КНР,2002,1.4355555555555557,Лу Чуань (Chuan Lu),,,,обычная,проверено,0.68291015625,1060
,драма,"Корея Южная, Япония, Гонконг",2002,0,Фрут Чан/Fruit Chan,,,,обычная,проверено,1.46,906
,самурайская драма,Япония,1969,0,Нобуо Накагава / Nobuo Nakagawa,,,,обычная,проверено,1.31,1461
,,,,0,,,,,обычная,проверено,1.43,678
" /  / Growing-up / Takekurabe (  / Heinosuke Gosho) [1955, , , DVDRip-AVC] + Sub Rus",драма,Япония,1955,1.585,,DVDRip,MKV,,обычная,сомнительно,0.96455078125,361
,боевик,Китай,2021,1.9066666666666667,,WEB-DLRip,AVI,"Chinese (hardsub), English (hardsub)",обычная,проверено,1.48,4066
,"боевик, фэнтези, приключения",Япония,2017,2.2405555555555554,Фумихико Сори / Fumihiko Sori,,MKV,"русские (форсированные, полные), английские, + много других языков (см. MediaInfo)",обычная,проверено,2.19,1382 
"  2 / Long teng hu yue / The Fearless Hyena Part II (  / Chuan Chen) [1983, , , BDRip] MVO",боевик,Гонконг,1983,1.5380555555555555,Чуэн Чан / Chuan Chen,,,нет,обычная,проверено,1.46,2177
"  / Fearless Hyena / Xiao quan guai zhao (  / Jackie Chan,   / Kenneth Tsang) [1979, ,  , , , BDRip] DVO ( / ) + VO (-6) + AVO () + Original (Chi) + Sub (Eng, Chi)",,,,0,,,,,обычная,проверено,1.97,4320
,лирическая комедия,Япония,2005,2.218611111111111,Такаши Ямазаки / Takashi Yamazaki,,,"Russian, UTF-8
",обычная,проверено,1.72,4299
,"фэнтези, боевик, приключения","США, Тайвань, Китай",2000,2.003888888888889,Энг Ли / Ang Lee,HDRip-AVC ,MKV,,обычная,проверено,1.85,7005
,боевые исскуства,"Тайвань, Гонконг",1976,1.493611111111111,Джозеф Куо / Joseph Kuo,VHSRip,AVI,нет,обычная,сомнительно,1.73,128
,"Драма, приключения, триллер, фантастика",Китай,2018,2.1719444444444442,Хань Янь / Yan Han,WEB-DLRip,AVI,"английские, русские, немецкие, французские",обычная,проверено,2.19,2333 
,"драма, триллер",Китай,2021,2.004722222222222,Чжан Имоу / Zhang Yimou,,,английские,обычная,проверено,2.8,484 
,,,,0,,,,,обычная,проверено,1.45,5012
,комедия,Гонконг,1984,0,Саммо Хунг,,,,обычная,проверено,3.5,2197
,"триллер, драма",Южная Корея,2010,1.9544444444444444,Хун Янг / Hun Jang,,AVI,"русские, английские",обычная,проверено,2.54,5735
,"боевик, триллер",Южная Корея,2013,2.0902777777777777,Jang Joon-Hwan / Чан Чжун Хван,,mkv,,обычная,проверено,2.18,2956
,,жная Корея,,0,,,,,обычная,сомнительно,1.43,1684 
"  /   / Gibangdoryeo - / Nam Dae-joong) [2019,  , , , , WEB-DLRip] DVO ( )","Мелодрама, история, комедия",Южная Корея,2019,1.8408333333333333,Нам Дэ-джун / Nam Dae-joong,WEB-DLRip,AVI,нет,обычная,проверено,1.46,1069
,"драма, комедия",Корея Южная,2020,1.2827777777777778,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,1546
,"Боевик, триллер",Южная Корея,2013,2.0905555555555555,Jang Joon-Hwan / Чан Чжун Хван,HDRip (720p),AVI,нет,обычная,проверено,1.46,6836
,"драма, приключения, триллер",Китай,2018,2.1719444444444442,Хань Янь / Yan Han,WEB-DLRip-AVC / ,MKV,нет,обычная,проверено,1.41,13744 
,Боевик/Боевые искуства/Комедия/Фэнтези,Гонг Конг,1980,1.6480555555555556,Саммо Хунг Кам-Бо /Sammo Hung Kam-Bo/,,,,обычная,проверено,1.46,855
,,,,0,,,,,обычная,проверено,1.46,4738
,"фэнтези, боевик, драма",Китай,2010,1.9127777777777777,Ву-Пин Юэнь / Woo-ping Yuen,,,"русские, английские",обычная,проверено,2.96,3550
,"История, боевик",Южная Корея,2020,1.6763888888888887,Чхве Джэ-хун / Choi Jae-hoon,BDRip (,AVI,"английские, русские (форсированные)",обычная,проверено,2.05,2453 
,"драма, эротика, pinku eiga",Япония,1985,1.1491666666666667,Сёгоро Нисимура / Shogoro Nishimura,BDRip-AVC ,MKV,"русские, английские, японские",обычная,сомнительно,1.67,2718
,Драма,Япония,2005,2.4691666666666667,Тоя Сато,DVDRip,AVI,нет,обычная,сомнительно,1.37,2132 
,"История, боевик",Южная Корея,2020,1.6763888888888887,Чхве Джэ-хун / Choi Jae-hoon,BDRip (,AVI,"английские, русские (форсированные)",обычная,проверено,2.05,2453 
,"драма, эротика, pinku eiga",Япония,1985,1.1491666666666667,Сёгоро Нисимура / Shogoro Nishimura,BDRip-AVC ,MKV,"русские, английские, японские",обычная,сомнительно,1.67,2718
,Драма,Япония,2005,2.4691666666666667,Тоя Сато,DVDRip,AVI,нет,обычная,сомнительно,1.37,2132 
,"боевик, триллер, комедия, криминал, приключения",Гонконг,1991,1.7775,Джекки Чан / Jackie Chan,HDRip [,AVI,"русские, английские x 2",обычная,проверено,2.94,8742 
,"Фэнтези, комедия",Япония,2004,2.3916666666666666,Кацухито Исии / Katsuhito Ishii,HDRip,AVI,"английские, русские (",обычная,проверено,2.5,934 
,"Боевик, Комедия",Гонконг,2006,2.1041666666666665,Бенни Чан /Benny Chan/,,,,обычная,проверено,2.18,12286
,боевик / драма / комедия / киберпанк,Южная Корея,2002,2.0494444444444446,Джэнг Сан-Ву / Jang Sun-woo,,,,обычная,проверено,1.45,2360
,"самурайский боевик, драма, экранизация",Япония,2017,2.0791666666666666,Накамура Ёсихиро,"HDRip, источник AvistaZ",AVI,"Русские субтитры, srt",обычная,проверено,2.17,2369
,"фантастика, боевик, эротика",Гонконг,1991,1.5577777777777777,Джэми Люк / Jamie Luk,DVDRip Отсюда ,AVI,нет,обычная,сомнительно,1.46,596
" :    / Edogawa Rampo's Beast in the Shadows / Edogawa Rampo no inju (  / Tai Kato) [1977, , , , , DVDRip] + Sub Rus + Original Jpn","детектив, драма, эротика",Япония,1977,1.9597222222222221,,DVDRip,AVI,,обычная,проверено,1.45,747
,"боевик, триллер, драма, криминал",Гонконг,1971,1.661388888888889,"Вэй Ло, Chia-hsiang Wu",,,английские,обычная,проверено,2.9,4034 
" / The Thieves / Dodookdeul (-  / Dong-Hoon Choi) [2012,  , , , HDRip] MVO () + DVO (Elrom) + Original Kor","боевик, криминал",Южная Корея,2012,2.2647222222222223,Дон-Хун Чой / Dong-Hoon Choi,HDRip,AVI,нет,обычная,проверено,2.19,1847
,"ужасы, триллер, психологическая драма",Япония,2008,1.8194444444444444,Атару Оикава / Ataru Oikawa,DVDRip (,AVI,нет,обычная,проверено,1.46,2838
,"драма, путешествия во времени",Япония,2018,1.9505555555555556,Аюко Цукахара / Ayuko Tsukahara,HDRip-AVC (исходник: Wiki/BDRip/720p),MKV,русские,обычная,проверено,1.44,1446
,"боевик, криминал",Южная Корея,2012,2.2647222222222223,Дон-Хун Чой / Dong-Hoon Choi,HDRip (исходник BDRip 1080p),AVI,русские,обычная,проверено,2.19,3356
"  / Black Butler / Kuroshitsuji  / Kentarô Ohtani,   / Kei'ichi Sato) [2014, , , HDRip] DVO [GREEN TEA]",детектив,Япония,2014,1.9905555555555556,"Кентаро Отани / Kentarô Ohtani, Кейичи Сато / Kei'ichi Sato",HDRip,AVI,нет,обычная,проверено,0.73271484375,2306
,"Комедия, мистика",Индонезия,2011,1.1244444444444446,Юоук / Yoyok,DVDRip,AVI,нет,обычная,сомнительно,1.04,2511
,"триллер, криминал, детектив",Южная Корея,2022,1.7530555555555556,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,1228
"    / Shadow of Deception / Naikai no wa (  / Koichi Saito) [1971, , , , DVDRip] + Sub Rus Eng","детектив, драма",Япония,1971,1.7269444444444444,,DVDRip,AVI,русские,обычная,проверено,1.37,1024 
,"Приключения, боевик, драма",Китай,2015,1.9675,Чуань Лу / Chuan Lu,WEBRip,AVI,Китайские (hardsub),обычная,проверено,1.46,5118
,Боевик,Гонконг,1989,1.5233333333333334,Хин Синг 'Билли' Танг / Hin Sing 'Billy' Tang,,,,обычная,проверено,1.09,939
"и 5 / Torakku yaro: Dokyo ichibanboshi / Truck Guys 5 / Truckster of Guts (Норифуми Судзуки / Norifumi Suzuki) [1977, Япония, Боевик, комедия, HDRip] VO (В. Береговых) + Sub Rus, Eng + Original Jpn 5 / Torakku yaro: Dokyo ichibanboshi  / Norifumi Suzuki) [1977, , , , HDRip] VO (. ) + Sub Rus, Eng + Original Jpn","Боевик, комедия",Япония,1977,1.6702777777777778,Норифуми Судзуки / Norifumi Suzuki,HDRip (,AVI,"английские, русские",обычная,проверено,1.46,280
,"комедия, криминал",Япония,2000,2.0902777777777777,Катсуки Мотохиро / Katsuyuki Motohiro,DVDRip,AVI,нет,обычная,сомнительно,0.93525390625,500
,"фантастика, боевик, приключения, фэнтези",Южная Корея,2022,2.3755555555555556,Чхве Дон-хун / Чхве Дон Хун / Dong-hoon Choi,WEB-DLRip-AVC (исходник: ,MKV,английские,обычная,проверено,2.9,4058
,"детектив, триллер, драма",Южная Корея,2013,2.002222222222222,,,,,обычная,сомнительно,2.06,10280
,"детектив, триллер, драма",Южная Корея,2018,2.469444444444444,,BDRip | ,AVI,"русские, английские",обычная,проверено,2.91,5868
,"военный, драма",Южная Корея,2011,2.225,Чан Хун / Jang Hun,DVDRip-AVC,MKV,русские,обычная,сомнительно,1.46,625
,"драма, триллер",Япония,2021,1.916111111111111,Рёхэй Ватанабэ / Ryohei Watanabe,BDRip (исходник: ,AVI,нет,обычная,проверено,1.46,344 
,"комедия, ужасы, трэш",Япония,2010,1.2197222222222224,Такао Накано / Takao Nakano,DVDRip,AVI,нет,обычная,сомнительно,1.96,3751
"  /   / Flirting Scholar / Tang Bohu dian Qiuxiang (-  / Lik-Chi Lee) [1993, , , , , HDRip] VO (den904)","мелодрама, комедия",Гонконг,1993,1.7013888888888888,Лик-Чи Ли / Lik-Chi Lee,HDTVRip ,AVI,нет,обычная,проверено,1.46,1171
,"комедия, исторический, боевые искусства",Гонконг,2010,0,Ли Лик-Чи / Lik-Chi Lee,DVDRip,MKV,,обычная,сомнительно,1.41,826
,"ужасы, триллер",Южная Корея,2018,1.5711111111111111,Чон Бом-щик / Jeong Beom-sik,,AVI,нет,обычная,проверено,1.46,4465
,"комедия, криминал","Китай, Гонконг",2006,1.7683333333333333,Нин Хао / Ning Hao,DVDRip,AVI,нет,обычная,проверено,0.6767578125,480
,"драма, детектив, криминал",Япония,2017,2.0769444444444445,Хирокадзу Корээда / Hirokazu Koreeda,WEB-DLRip,AVI,нет,обычная,проверено,1.46,4387
,"Триллер, криминал, детектив, мистика",Южная Корея,2015,1.8044444444444445,Чан Дже Хён / Jae-hyun Jang,HDTVRip,AVI,английские,обычная,проверено,1.47,1121
,"ужасы, боевик, триллер, драма, военный",Южная Корея,2004,1.7897222222222224,Су-Чанг Куенг / Su-chang Kong,,,,обычная,проверено,0.72861328125,2161
,"боевик, фэнтези, приключения",Япония,2022,2.0838888888888887,Фумихико Сори / Fumihiko Sori,WEB-DLRip,AVI,"английские, русские, украинские",обычная,проверено,1.47,1260
,"Мелодрама, комедия",Япония,2019,1.783611111111111,Ясухиро Кавамура / Yasuhiro Kawamura,HDRip,AVI,нет,обычная,проверено,1.8,1005
,"Драма, Комедия","КНР, Италия",2006,1.463611111111111,Чжан Юань / Yuan Zhang,,,,обычная,проверено,0.68330078125,3257
,Драма,Вьетнам,1988,1.2947222222222223,Лин Вьет / Linh Viet,DVDRip-AVC,MKV,русские (,обычная,сомнительно,1.46,923 
,,,,0,,,,,обычная,проверено,0.7294921875,3475
,"Боевик, военный, история",Япония,2016,0,Есинори Нисикори / Yoshinari Nishikori,DVDRip (исходник: ,AVI,"английские, русские",обычная,проверено,2.18,637
,"боевик, фэнтези, приключения",Япония,2022,2.399722222222222,Фумихико Сори / Fumihiko Sori,WEB-DLRip,AVI,нет,обычная,проверено,1.46,696
,Драма,Япония,2010,1.9497222222222221,Хитоси Ядзаки / Hitoshi Yazaki,DVDRip ,AVI,русские ,обычная,проверено,1.83,948
,"Криминал, драма",Южная Корея,2022,2.001111111111111,Чхон Мён Гван / Cheon Myeong-kwan,WEB-DLRip (исходник: ,AVI,"русские (full, forced)",обычная,проверено,1.46,1494 
,"боевик, криминал",Китай,2020,1.7883333333333333,,BDRip | ,AVI,русские (forced),обычная,проверено,1.46,9454 
"   / Don't Look Up (  / Fruit Chan) [2009, , , , DVDRip] VO",Ужасы,"Япония, ЮАР",2009,1.4380555555555554,Фрут Чан / Fruit Chan,DVDRip,AVI,нет,обычная,проверено,0.7349609375,1596
,"ужасы, триллер",Япония,2014,1.9494444444444445,Такаси Миике / Takashi Miike,HDRip ,AVI,нет,обычная,проверено,1.45,12571
,"Комедия, мелодрама, фэнтези, ужасы",Гонконг,2017,1.5630555555555554,"Чиу Синь-Хан / Chiu Sin-Hang, Янь Пак-Вин / Yan Pak-Wing",HDRip,AVI,Русские (,обычная,проверено,1.46,1028
,"боевик, драма, военный, история",Китай,2018,1.6133333333333333,Сяо Фэн / Xiao Feng,,MKV,"русские (полные), английские (форсированные (на китайский, хардсаб), полные, SDH)",обычная,проверено,1.46,1859
,"драма, гей-тема",Южная Корея,2012,0.7738888888888888,,WEB-DLRip,AVI,,обычная,проверено,0.72548828125,692 
,боевик,Гонконг,1987,1.4266666666666665,"Джозеф Лаи / Joseph Lai, Годфри Хо / Godfrey Ho",VHSRip,MPG,нет,обычная,проверено,2.71,647
,"драма, боевик",Гонконг,1989,1.9030555555555557,,VHSRip-AVC,MP4,нет,обычная,проверено,2.55,221
,"дзидай-гэки, самурайское кино, драма",Япония,2008,1.88,Ямасита Томохико / Yamashita Tomohiko,DVDRip,AVI,русские,обычная,проверено,1.37,1513
,ужасы,"Сингапур, Индонезия",2009,1.5786111111111112,"Кимо Стамбоэл / Kimo Stamboel, Тимо Тяхянто / Timo Tjahjanto",DVDRip (Исходник неизвестен),AVI,нет,обычная,проверено,1.37,1470
" / Nana ( ) [, 2005 ., , ,",драма/музыкальный,Japan,2005,0,Отани Кэнтаро,,,,обычная,проверено,1.54,8129
"а / Air Strike / The Bombing / Da hong zha (Сяо Фэн / Xiao Feng) [2018, Китай, боевик, драма, военный, история, WEB-DLRip] [Extended Cut] [Локализованный видеоряд] Dub (iTunes) / Air Strike / The Bombing / Da hong zha (  / Xiao Feng) [2018, , , , , , WEB-DLRip] [Extended Cut] [ый видеоряд] Dub (iTunes) ] Dub (iTunes)","боевик, драма, военный, история",Китай,2018,2.109722222222222,,WEB-DLRip,AVI,нет,обычная,проверено,2.18,714
,"ужасы, детектив","Индонезия, Южная Корея",2019,1.7877777777777777,Джоко Анвар / Joko Anwar,,,английские,обычная,проверено,1.73,918
,"драма, эротика",Южная Корея,2013,1.4002777777777777,,,,,обычная,проверено,1.41,7446
,Кайдан,Япония,2007,0,Хидэо Наката / Hideo Nakata,,,русские и английские,обычная,проверено,1.37,433 
,"исторический, драма, боевик",Южная Корея,2015,2.334166666666667,Чхве Дон Хун / Choi Dong Hoon,HDRip-AVC - ,MKV,,обычная,проверено,2.2,5357
,"комедия, криминал, боевик",Корея Южная,2019,1.8525,,HDRip,AVI,нет,обычная,проверено,1.46,15562 
"  2 / Saat po long 2 (-  / Pou-Soi Cheang) [2015, , , , , , HDRip] DVO (DeadSno&den904)","боевик, драма, криминал","Китай, Гонконг",2015,1.9891666666666665,Поу-Сои Чинг / Pou-Soi Cheang,HDRip,AVI,нет,обычная,проверено,1.46,3508
,Боевик,,2010,1.6419444444444444,"Тони Джа / Tony Jaa, Панна Риттикрай / Panna Rittikrai",,MKV,Нет,обычная,проверено,1.94,8638
"  2 / Ong bak 2 (  / Tony Jaa) [2008, , , ,)","боевик, приключения","Тайланд, Iyara Films",,1.561388888888889,Тони Джа /,,,,обычная,проверено,1.44,29130
" / Ringu (  / Hideo Nakata) [1998, , , DVDRip-AVC] MVO + AVO () + Original + Sub (Rus, Eng)","ужасы, детектив",Япония,1998,1.5844444444444443,Хидео Наката,,,"русские, английские",обычная,проверено,1.37,13539
"   2 / Sex & Zen 2 / Yu pu tuan II: Yu nu xin jing (   / Man Kei Chin) [1996, , , , ., HDRip-AVC] + Sub Rus","комедия, эротика, мистика.",Гонконг.,1996.,1.4761111111111112,Мэн Кеи Чин / Man Kei Chin.,HDRip-AVC,MKV,русские.,обычная,временная,1.37,4206
,"детектив, драма",Китай,2013,2.0055555555555555,Фэй Син / Fei Xing,HDRip,AVI,английские китайские (вшитые),обычная,проверено,1.46,1818
